user_id,half_life,half_life_days,n_reviews,mean_p_recall,ui_language,learning_language,pair_label,mean_accuracy,mean_delta_days,is_struggling,hl_percentile
u:hfXT,1601047.7452100087,18.530645199189916,145,0.8125123152709448,en,de,en→de,0.8740910253933485,2.3460688058748405,True,0.2530372852953498
u:hgcG,1243943.1382442107,14.397490025974662,279,0.8222819593787312,en,de,en→de,0.8900875112753812,1.7292707503650604,True,0.20025136154168413
u:hkmk,2127746.384331124,24.62669426309171,460,0.8755434782608695,en,de,en→de,0.8879772446468537,1.6673378874798712,True,0.3242563887725178
u:hswu,956668.4752672666,11.072551797074846,297,0.8267396184062862,en,de,en→de,0.8464428030375977,1.3617386051876792,True,0.16233766233766234
u:hszy,1947432.9977910325,22.539733770729544,426,0.7422926447574366,en,de,en→de,0.7941002130917064,4.662610958963659,True,0.2987012987012987
u:huGo,1663508.4538897993,19.253570068168973,280,0.6666666666666679,en,de,en→de,0.7890636831959829,5.469594287367725,True,0.2635106828655216
u:hv4Y,1909608.3077462704,22.101948006322573,968,0.7370179063360909,en,de,en→de,0.7759288179160105,4.804538543579737,True,0.2926267281105991
u:hyzH,1470746.9158226138,17.02253374794692,193,0.81519861830743,en,de,en→de,0.8798608846536308,2.0493832757628097,True,0.23607038123167157
u:i2Bu,2274745.8520966526,26.328076991859405,330,0.9347390572390637,en,de,en→de,0.905193228488683,1.3367566287878787,True,0.3433179723502304
u:i41o,906099.2289227402,10.487259594013198,264,0.8324344636844696,en,de,en→de,0.8731002847152446,1.4628054415684624,True,0.15668202764976957
u:i42b,2037560.0513426126,23.582870964613573,147,0.8838246409675035,en,de,en→de,0.8762321519034729,1.5849794501133787,True,0.31378299120234604
u:i590,1414530.7864618895,16.371884102568167,324,0.8356995884773673,en,de,en→de,0.875894478493091,1.246807984682213,True,0.2255969836614998
u:i6eK,1029663.8595965162,11.917405782367085,348,0.7435811315121724,en,de,en→de,0.8340140924995663,1.1906746554384844,True,0.17050691244239632
u:iA2a,1369017.157275874,15.845105986989282,150,0.7241587301587333,en,de,en→de,0.8048543771043771,3.556316975308642,True,0.21889400921658986
u:iA8H,697042.9917854974,8.067627219739553,152,0.7072368421052632,en,de,en→de,0.8598692866301224,1.888365162037037,True,0.1258902387934646
u:iATO,1259426.626553928,14.576697066596388,178,0.7692883895131123,en,de,en→de,0.8348172254626456,2.8339460440074906,True,0.20318391286133222
u:iAz1,2176501.627758725,25.19099106202228,203,0.7589080459770245,en,de,en→de,0.893808397733279,5.103443315544609,True,0.33054042731462085
u:iBSX,1056027.2214611617,12.222537285430112,818,0.736206193969033,en,de,en→de,0.7996307878887022,2.057208794598388,True,0.1744868035190616
u:iBxo,797316.1384448017,9.228196046814833,253,0.8228843620147944,en,de,en→de,0.881935151908628,1.2890972679695505,True,0.1401340594888982
u:iCUT,1960589.8512698365,22.69201216747496,217,0.8943658108404793,en,de,en→de,0.8916999767909726,1.385829813108039,True,0.30142438206954336
u:iCrx,1696326.1742966615,19.633404795100247,133,0.8847117794486391,en,de,en→de,0.8750607864642339,1.2316027917014758,True,0.26811897779639715
u:iD28,1293013.8526877372,14.965438109811773,2224,0.7968032716683835,en,de,en→de,0.8680263937494755,2.1757853040484276,True,0.20590699622957687
u:iDLc,886469.3743042884,10.26006220259593,820,0.755142276422767,en,de,en→de,0.8171287310586325,1.8338497205284552,True,0.15395894428152493
u:iE8M,1887181.8790800972,21.842382859723347,191,0.876090750436309,en,de,en→de,0.8636429861505137,2.0466369740159007,True,0.29074151654796815
u:iErm,1645831.6589704521,19.04897753438023,664,0.908107429718881,en,de,en→de,0.9051948621412482,1.2108295682730923,True,0.26162547130289066
u:iFWu,297373.6569700511,3.441824733449666,179,0.6675977653631285,en,de,en→de,0.8136195275860081,1.2528645510035175,True,0.07436112274821952
u:iFkM,1382002.8269117454,15.995403089256312,197,0.8769881556683654,en,de,en→de,0.8790950730037025,1.3033063663282571,True,0.22098868873062422
u:iFmr,1140842.2173471134,13.204192330406405,542,0.7375724828676882,en,de,en→de,0.8280616279246081,3.299945268723521,True,0.18621700879765396
u:iFyQ,2319415.6537191444,26.845088584712318,225,0.8179576719576755,en,de,en→de,0.8328673642688538,4.066692438271605,True,0.34960201089233345
u:iIFe,1505627.8850581006,17.42624866965394,256,0.7949218750000039,en,de,en→de,0.8634115877907298,2.7570860007957174,True,0.241097612065354
u:iIQg,1925342.5150052584,22.284056886634936,347,0.8511424454508184,en,de,en→de,0.8572109841325418,1.4759555782367382,True,0.29534981147884376
u:iIgT,2029125.818573006,23.485252529780162,220,0.8496212121212137,en,de,en→de,0.8828957775462489,2.352027988215488,True,0.3129451193967323
u:iJv5,1997493.6905916492,23.119139937403347,468,0.8944003527336943,en,de,en→de,0.8844141858781159,1.4751809561965812,True,0.3091746962714705
u:iK5m,1250070.187717298,14.46840495043169,902,0.8041468693907761,en,de,en→de,0.8348401995802455,1.5986761928225341,True,0.20171763720150818
u:iKaw,1957883.316256653,22.6606865307483,235,0.7411347517730511,en,de,en→de,0.8527360436809748,3.5787525118203307,True,0.30121491411813994
u:iL1b,2162242.944004456,25.025960000051576,420,0.8345940170940261,en,de,en→de,0.8688786296502318,1.6988611662257498,True,0.3282362798491831
u:iL2p,1878778.4718218232,21.74512120164147,158,0.8768987341772279,en,de,en→de,0.8620970292938982,1.2881430203938116,True,0.29011311269375784
u:iL83,1463095.9976061645,16.933981453775054,481,0.8459904959905052,en,de,en→de,0.8960356116862289,1.5690434665434667,True,0.23481357352325094
u:iLES,1387545.9545338382,16.05955965895646,1019,0.8409949063040402,en,de,en→de,0.8759115161068763,1.3925707165703485,True,0.22140762463343108
u:iLSM,1639382.5050055222,18.974334548675024,227,0.8322320117474361,en,de,en→de,0.8771429989491664,1.934523270517213,True,0.26036866359447003
u:iLWN,1157103.3438337834,13.392399812891012,593,0.7768409218662192,en,de,en→de,0.8227107645324181,1.8049233534757356,True,0.18810222036028487
u:iMSw,1735369.9811422392,20.085300707664807,431,0.8472931167826798,en,de,en→de,0.8735794498788569,1.4025166226261063,True,0.2729367406786762
u:iMgi,1122568.5685738213,12.99269176590071,1507,0.8382935191329396,en,de,en→de,0.8465459000212319,1.2348837139644622,True,0.18496020108923333
u:iNRS,1961518.4363648824,22.7027596801491,214,0.8504672897196308,en,de,en→de,0.8935598798916558,1.7254870846313606,True,0.30184331797235026
u:iNe1,2088516.2201817946,24.17264143728929,194,0.9099165439371908,en,de,en→de,0.8968416677823895,1.4993491074837724,True,0.3192291579388354
u:iNic,2246188.4301652564,25.997551275060836,631,0.902548864236664,en,de,en→de,0.881478703693804,1.7408422294124555,True,0.3391286133221617
u:iOF6,1608062.7155014744,18.61183698497077,137,0.805344108446314,en,de,en→de,0.8713798104953107,1.6941408995674505,True,0.2542940930037704
u:iO_C,1327024.7257029554,15.359082473413835,141,0.8679669030732979,en,de,en→de,0.8680588725439196,1.3747469299973731,True,0.21156263091746963
u:iOzT,1638255.65372404,18.961292288472684,239,0.8733213787607197,en,de,en→de,0.8990745304635419,1.3185636041376105,True,0.2601591956430666
u:iPJL,1816573.9669374134,21.025161654368212,236,0.8488700564971822,en,de,en→de,0.8756989479447106,2.1606480991054613,True,0.2819438625890239
u:iQJc,2096432.5034219252,24.26426508590191,217,0.8592933947772672,en,de,en→de,0.8619673044042792,2.296893294504182,True,0.32048596564725595
u:iQXK,588555.2037572337,6.811981524967982,141,0.6595744680851063,en,de,en→de,0.7494552925403988,2.2110853362227476,True,0.11018014243820695
u:iQrm,2226025.4622279205,25.764183590600933,218,0.9134301732925827,en,de,en→de,0.904828020003671,1.2575838323989128,True,0.33682446585672393
u:iRGZ,1134497.8563952143,13.130762226796461,218,0.8469309742245551,en,de,en→de,0.9005481439170052,1.4872741993713898,True,0.1857980728948471
u:iR_j,1622916.6611935617,18.78375765270326,209,0.8452039188881387,en,de,en→de,0.8279782551313652,2.065006036239589,True,0.25806451612903225
u:iRqU,1448145.7029679453,16.76094563620307,149,0.8403803131991073,en,de,en→de,0.8555400788622265,1.8357707245836443,True,0.23250942605781316
u:iScu,2061596.4718972486,23.861070276588524,253,0.9071805006587628,en,de,en→de,0.9051607072771727,1.446214545820524,True,0.315668202764977
u:iStO,1314542.6502647495,15.21461400769386,168,0.8235119047619106,en,de,en→de,0.8621891501355786,1.4239664627425044,True,0.20967741935483872
u:iTOh,1712234.4034323974,19.8175278175046,202,0.8656331704599356,en,de,en→de,0.8497780710180703,2.3633662220388705,True,0.2700041893590281
u:iTUX,1929852.2386096795,22.336252761686104,713,0.8944917518199439,en,de,en→de,0.8901962929508431,1.3413843112046129,True,0.29660661918726433
u:iTyW,865579.217654233,10.018277982109177,135,0.7729453262786666,en,de,en→de,0.8099684677462455,1.436826474622771,True,0.15039798910766652
u:iU2u,1827206.171330428,21.148219575583656,507,0.8952991452991499,en,de,en→de,0.897766699782102,1.2091340674994522,True,0.28361960620025134
u:iUm3,1192373.008907262,13.800613529019236,554,0.8259025270758177,en,de,en→de,0.8899426292822413,1.2298004412354593,True,0.19375785504817764
u:iUwb,1532337.2938988386,17.735385346051373,1108,0.8622657727350884,en,de,en→de,0.8982752049272403,1.4589973279348842,True,0.2440301633850021
u:iVGG,660170.2048284038,7.6408588521806,290,0.5735632183908035,en,de,en→de,0.744688145265171,1.9120471743295018,True,0.12107247591118558
u:iVa4,798084.3429443856,9.237087302597056,138,0.7294685990338188,en,de,en→de,0.8011818495514147,2.0320538949275364,True,0.14034352744030162
u:iVh1,1623178.4229870518,18.786787303090875,386,0.8285128300024713,en,de,en→de,0.8412141824996635,1.1905500083957015,True,0.25827398408043567
u:iWNM,1689139.9044025084,19.55023037502903,135,0.8826290684624222,en,de,en→de,0.878326786382342,1.5061865569272979,True,0.2668621700879765
u:iWko,1000441.7281815321,11.579186668767733,169,0.7701042547196449,en,de,en→de,0.8415045342560135,2.183878684527723,True,0.16715542521994134
u:iX6z,1756959.2501072304,20.335176505870724,279,0.844683393070491,en,de,en→de,0.9028642909689217,2.6168629281162885,True,0.2754503560955174
u:iXxt,1495268.985070419,17.30635399387059,322,0.827040816326531,en,de,en→de,0.873972009534312,1.47147411289395,True,0.23963133640552994
u:iY1w,1808587.3451084006,20.932723901717598,337,0.8957949567741957,en,de,en→de,0.8946406050263617,1.8721045238487746,True,0.28068705488060325
u:iYlj,1243202.0676217657,14.388912819696362,143,0.8519813519813566,en,de,en→de,0.9012013239285966,2.0803405044030043,True,0.20004189359028068
u:iZE_,2143242.717967677,24.80604997647774,349,0.8544651384909283,en,de,en→de,0.8902115280359845,1.7049411678870847,True,0.3257226644323418
u:iZJW,788091.3109065087,9.121427209566074,194,0.8299802145162939,en,de,en→de,0.8738563638018253,1.4181558443108055,True,0.1384583158776707
u:iZWN,1688485.692074969,19.54265847308992,338,0.8925706771860651,en,de,en→de,0.8872974579159678,1.337582148531668,True,0.2666527021365731
u:iZaQ,770674.8392154338,8.919847676104558,359,0.8049873988592702,en,de,en→de,0.879869398607613,1.24678253636645,True,0.13573523250942607
u:iaeG,1769288.3283755835,20.4778741710137,1032,0.8247808231819903,en,de,en→de,0.8536381735098316,1.8060530276521678,True,0.27712609970674484
u:id8a,1957388.1909844324,22.65495591417167,395,0.8636286919831215,en,de,en→de,0.9051486531114806,1.5093160161744024,True,0.30100544616673647
u:idtP,2247386.1347501297,26.01141359664502,208,0.8573317307692356,en,de,en→de,0.878914275440631,2.137318320423789,True,0.33933808127356513
u:ieo0,2158223.5307753133,24.979439013603162,184,0.7943840579710163,en,de,en→de,0.8065893960395517,4.197112645933978,True,0.32739840804356934
u:ifBg,1167924.8686742964,13.517648942989542,156,0.6557692307692308,en,de,en→de,0.8115476841830489,4.493480828584995,True,0.18914956011730205
u:ifEO,26815.748942695012,0.3103674646145256,189,0.8492063492063545,en,de,en→de,0.8387103157988705,4.56542070840682,True,0.03686635944700461
u:ihRI,1772455.1851226166,20.51452760558584,398,0.8404332267397614,en,de,en→de,0.8539263747942564,1.9018519390936164,True,0.27754503560955174
u:ihbh,2166731.203122001,25.07790744354168,301,0.8939329220060165,en,de,en→de,0.8403773982163607,1.3812548449612403,True,0.3290741516547968
u:iiDQ,2006204.42469912,23.219958619202778,234,0.8076923076923119,en,de,en→de,0.7998390872339372,1.9720469294080403,True,0.31085043988269795
u:ioBR,945283.4045785626,10.940780145585215,133,0.6401002506265715,en,de,en→de,0.7825264764229825,3.0043325327206905,True,0.16045245077503142
u:iq6M,2030113.1133135932,23.49667955224066,186,0.8103942652329785,en,de,en→de,0.8934756008808925,3.412955744723218,True,0.31336405529953915
u:iqJR,1490690.007867202,17.253356572537058,132,0.7491161616161667,en,de,en→de,0.8487764550264549,2.6571046401515153,True,0.23858399664851276
u:iqRY,2211706.0902250716,25.59845011834574,165,0.8111111111111211,en,de,en→de,0.850033905488451,2.651116161616162,True,0.33452031839128615
u:irLS,1609113.2725306374,18.62399620984534,209,0.7683413078149952,en,de,en→de,0.8142522487155754,3.6606622142477403,True,0.25450356095517385
u:irZD,2031255.899454222,23.509906243683126,468,0.818729649979658,en,de,en→de,0.8327922816904662,3.367680362654321,True,0.3135735232509426
u:ird7,2261183.840409028,26.17110926399338,684,0.8829434697855818,en,de,en→de,0.8662277465638948,1.932103757174572,True,0.34101382488479265
u:isEv,1023007.2281654326,11.840361437099913,146,0.636986301369863,en,de,en→de,0.8129063311997878,2.809064719685439,True,0.169878508588186
u:isbS,1095323.2540787882,12.677352477763753,233,0.792417739628043,en,de,en→de,0.8686535663371079,1.2917848414401527,True,0.18181818181818182
u:isic,1835459.0804874522,21.24373935749366,433,0.7180908391070069,en,de,en→de,0.7864985327320005,4.791954735480284,True,0.28466694595726855
u:itNb,8990.887058272754,0.1040611928040828,277,0.9072803850782274,en,de,en→de,0.9019944140590774,4.316465436555689,True,0.018014243820695434
u:itaZ,2223122.4796934403,25.730584255711115,241,0.8123098201936432,en,de,en→de,0.8685188327338066,3.260486879514369,True,0.3366149979053205
u:itdB,1948466.9346504495,22.55170063252835,142,0.6840375586854437,en,de,en→de,0.7750915534196177,5.318457061815336,True,0.2989107666527021
u:iu74,2208332.5085359574,25.55940403398099,780,0.8699475524475552,en,de,en→de,0.8673077857920436,1.5103455454653372,True,0.33410138248847926
u:iu9o,2255151.591606837,26.10129156952358,1245,0.838077968439429,en,de,en→de,0.8593382800843674,1.6203985385988398,True,0.34059488898198576
u:iuSU,1880643.2533303013,21.76670432095256,192,0.8094618055555728,en,de,en→de,0.846682036135161,3.2685515528549387,True,0.2903225806451613
u:iudt,1978398.8308362472,22.89813461616027,1045,0.8463476874003205,en,de,en→de,0.8732366911361976,1.4368380958709908,True,0.3033095936321743
u:iv1P,2285714.6965691494,26.455031210291082,145,0.8081609195402552,en,de,en→de,0.8461617004821946,5.407330938697318,True,0.3452031839128613
u:iv5O,2282678.255033461,26.419887211035427,335,0.7931592039801015,en,de,en→de,0.7630820113299799,2.6284983416252072,True,0.34457478005865105
u:ivEE,1939412.6691688234,22.446905893157677,177,0.845197740113,en,de,en→de,0.8983445056475964,2.9494446406151913,True,0.29765395894428154
u:ivPF,1725751.4723747205,19.973975374707415,605,0.7960055096418793,en,de,en→de,0.8467470999433299,2.6379552341597794,True,0.27126099706744866
u:ivbn,1540738.2691840713,17.83261885629712,158,0.6308016877637151,en,de,en→de,0.7845250451270458,5.6976850386779185,True,0.24570590699622957
u:ivtO,2191040.8078617468,25.35926860951096,179,0.8790037243947876,en,de,en→de,0.8626462285192036,2.2982474653424374,True,0.3324256388772518
u:iwRN,1778817.920460377,20.588170375698805,731,0.831447462706019,en,de,en→de,0.8441714576502372,1.897016928864569,True,0.2785923753665689
u:iwWk,2134563.3734663553,24.705594600305037,274,0.8371046228710475,en,de,en→de,0.8794106014266048,2.8645898384698567,True,0.3248847926267281
u:iwaN,1030269.1898796263,11.924411919903083,186,0.7836917562724085,en,de,en→de,0.8690347300132317,1.488448265133413,True,0.1709258483452032
u:iwu0,1735336.5601878949,20.084913891063596,552,0.833510179434105,en,de,en→de,0.8619343433265062,1.8706959331387547,True,0.2727272727272727
u:ixAi,1920206.0606472772,22.22460718341756,702,0.7753561253561282,en,de,en→de,0.8252441188012497,3.556186342592593,True,0.29430247172182655
u:ixPM,1069733.168301336,12.381170929413612,347,0.6447646493756022,en,de,en→de,0.7761350680743693,3.7712082065855483,True,0.17804775869291997
u:ixod,2137401.156457862,24.738439310854883,4015,0.8735260629781247,en,de,en→de,0.8804874107955071,1.6023608314884001,True,0.32509426057813157
u:ixsk,1956557.9847337503,22.64534704552952,182,0.7978872318158077,en,de,en→de,0.857516545763498,2.8723955153642655,True,0.30058651026392963
u:iy7M,2079925.0856714281,24.073207010085973,139,0.8931654676259208,en,de,en→de,0.8645413447882254,1.4775928423927525,True,0.31797235023041476
u:iyS9,997062.7884521884,11.540078570048477,991,0.8222189095801655,en,de,en→de,0.9006488492204328,1.4694810470157342,True,0.16673648931713447
u:iyno,1916330.6041999382,22.179752363425212,871,0.8260237275162675,en,de,en→de,0.8650113444319335,2.5390411856316706,True,0.2934645999162128
u:iz7Z,822881.6368832861,9.524093019482478,625,0.7372000000000064,en,de,en→de,0.8086577522298257,1.5045419814814815,True,0.14411395056556348
u:izLW,1605667.8364531803,18.584118477467364,808,0.8309607300015867,en,de,en→de,0.8592718913530631,1.8198381062064541,True,0.25387515710096353
u:izfw,2025000.786408744,23.437509101953058,374,0.8538770053475963,en,de,en→de,0.8851345014535906,1.5589410960091108,True,0.3125261834939254
u:izl9,1149292.1984582173,13.301993037710849,273,0.6733821733821794,en,de,en→de,0.7917161942146632,3.03179737315154,True,0.1870548806032677
u:k_k,1954192.0113112894,22.617963093880665,147,0.8309442824749115,en,de,en→de,0.9041294928499285,3.562642510707987,True,0.30016757436112274
